product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
6009644546626,Apple malt,500 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,CD,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,56
6009644546626,Apple malt,500 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,RW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,865
6009644546763,Cola Carbonated Soft Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,MW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,1
6009644546763,Cola Carbonated Soft Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,MZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,9
6009644546763,Cola Carbonated Soft Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,74
60096445469320,Energy Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,MW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,50
60096445469320,Energy Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,MZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,2
60096445469320,Energy Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,52
60096445469320,Energy Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,UG,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,2
6009644547166,Choco Chix,85 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,7
6009644547517,Natti's,85 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,2
6009644547944,Fursana Carbonated Soft Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,50
6009644547982,Apple and Malt Flavoured,300 ml,Malt drink,BE,Anheuser-Busch InBev,CD,https://wastebase.org/#/o/3c5a74ee-5738-453a-8bf6-e5a95674c168,,18
